outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneHTGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneHTGstpPrev,hourPrev,totHTGPrev,totHTG
5.6,0.00433623586105674,75,0,269.680517752895,-35.7918384900843,18.3572837507488,18.357283750714,1,20,6.1,0.00430929559986265,72,0,260.249903391401,-24.6440017034708,19.2278016526993,19.2278016527924,19,5.30117999100746,5.4403978873088
5,0.00438107266351112,79,0,280.567865047843,-46.9383288535133,19.9548363048836,19.9548363049881,1,21,5.6,0.00433623586105674,75,0,269.680517752895,-35.7918384900843,18.3572837507488,18.357283750714,20,5.4403978873088,6.71366533656397
4.4,0.00436049067099605,82,0,295.006011070661,-57.6051046806961,19.3840314590937,19.3840314544621,1,22,5,0.00438107266351112,79,0,280.567865047843,-46.9383288535133,19.9548363048836,19.9548363049881,21,6.71366533656397,6.00990755705099
3.9,0.00441579774883304,86,0,317.616040312853,-66.6873757723417,18.7256893175402,18.7256893144138,1,23,4.4,0.00436049067099605,82,0,295.006011070661,-57.6051046806961,19.3840314590937,19.3840314544621,22,6.00990755705099,5.94647048056945
3.3,0.00438021254426446,89,0,5.66701143979666,-71.2664189280843,18.507950434434,18.5079504243454,1,0,3.9,0.00441579774883304,86,0,317.616040312853,-66.6873757723417,18.7256893175402,18.7256893144138,23,5.94647048056945,5.59388559313666
3.3,0.00438021254426446,89,0,34.2910125674663,-68.3942680058279,19.6681639512502,19.6681639546629,1,1,3.3,0.00438021254426446,89,0,5.66701143979666,-71.2664189280843,18.507950434434,18.5079504243454,0,5.59388559313666,7.23158878955177
3.3,0.00438021254426446,89,0,60.1481693501739,-60.0896679999413,18.4258262580188,18.4258262579984,1,2,3.3,0.00438021254426446,89,0,34.2910125674663,-68.3942680058279,19.6681639512502,19.6681639546629,1,7.23158878955177,7.3139054428692
3.3,0.00438021254426446,89,0,76.1037987417565,-49.6862015638614,19.1283237836485,19.1283237946908,1,3,3.3,0.00438021254426446,89,0,60.1481693501739,-60.0896679999413,18.4258262580188,18.4258262579984,2,7.3139054428692,6.51480221498559
3.3,0.00438021254426446,89,0,87.6481609841451,-38.6062052446925,19.8529328692413,19.8529328979995,1,4,3.3,0.00438021254426446,89,0,76.1037987417565,-49.6862015638614,19.1283237836485,19.1283237946908,3,6.51480221498559,6.87681905538892
3.3,0.00428110329364613,87,0,97.3354476228039,-27.4260735518129,18.1232570880737,18.1232570880736,1,5,3.3,0.00438021254426446,89,0,87.6481609841451,-38.6062052446925,19.8529328692413,19.8529328979995,4,6.87681905538892,7.74331259166093
2.8,0.00432235459942991,91,0,106.409109997879,-16.4730223038713,19.2783598368865,19.2783598391229,1,6,3.3,0.00428110329364613,87,0,97.3354476228039,-27.4260735518129,18.1232570880737,18.1232570880736,5,7.74331259166093,7.11068013898798
2.8,0.00422671223706174,89,0,115.613074699971,-6.02195283608565,20.8189802669304,20.8189802693611,1,7,2.8,0.00432235459942991,91,0,106.409109997879,-16.4730223038713,19.2783598368865,19.2783598391229,6,7.11068013898798,8.60085213596322
2.8,0.00422671223706174,89,0,125.498005106053,3.62260621805149,20.7857708783592,20.7857708486388,1,8,2.8,0.00422671223706174,89,0,115.613074699971,-6.02195283608565,20.8189802669304,20.8189802693611,7,8.60085213596322,6.95885470670008
2.8,0.00422671223706174,89,0,136.518187557224,12.0791197977577,20.3762540441509,20.3762538984557,1,9,2.8,0.00422671223706174,89,0,125.498005106053,3.62260621805149,20.7857708783592,20.7857708486388,8,6.95885470670008,6.35280489536019
3.9,0.00410568520958384,80,0,148.996749214432,18.8668093069866,19.8699408223696,19.8699408142817,1,10,2.8,0.00422671223706174,89,0,136.518187557224,12.0791197977577,20.3762540441509,20.3762538984557,9,6.35280489536019,6.31396397030694
5,0.00410196090038124,74,0,162.969436782106,23.4363060286588,20.0843783534173,20.0843783694007,1,11,3.9,0.00410568520958384,80,0,148.996749214432,18.8668093069866,19.8699408223696,19.8699408142817,10,6.31396397030694,5.35777951185468
6.1,0.00406832435664194,68,0,177.989795140867,25.2947385988605,20.4152105589763,20.4152105768371,1,12,5,0.00410196090038124,74,0,162.969436782106,23.4363060286588,20.0843783534173,20.0843783694007,11,5.35777951185468,5.01262292250477
6.7,0.00411578490886852,66,0,193.146849190447,24.2043504938942,19.5059230377409,19.5059230376986,1,13,6.1,0.00406832435664194,68,0,177.989795140867,25.2947385988605,20.4152105589763,20.4152105768371,12,5.01262292250477,5.14285032369588
7.2,0.004065580947393,63,0,207.4610216649,20.3075649387143,20.9297688329032,20.9297688329564,1,14,6.7,0.00411578490886852,66,0,193.146849190447,24.2043504938942,19.5059230377409,19.5059230376986,13,5.14285032369588,5.93325950795352
7.8,0.00410154767846116,61,0,220.346245720913,14.0498011569981,20.6830645976795,20.6830645867561,1,15,7.2,0.004065580947393,63,0,207.4610216649,20.3075649387143,20.9297688329032,20.9297688329564,14,5.93325950795352,4.75886882330949
7.2,0.0041955176142759,65,0,231.727123831281,5.9820489959131,19.7549756127293,19.7549756126676,1,16,7.8,0.00410154767846116,61,0,220.346245720913,14.0498011569981,20.6830645976795,20.6830645867561,15,4.75886882330949,5.20291053107848
6.7,0.00417856423357718,67,0,241.870609413875,-3.39065783471131,18.6496866337652,18.6496866337646,1,17,7.2,0.0041955176142759,65,0,231.727123831281,5.9820489959131,19.7549756127293,19.7549756126676,16,5.20291053107848,5.44025237460648
